timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
65170825,1,0,1,0,1,0,1,1,0,1,1,1,1,0
65678327,1,0,1,0,1,0,1,1,0,1,1,1,1,0
66185319,1,0,1,0,1,0,1,1,0,1,1,1,1,0
66695847,1,0,1,0,1,0,1,1,0,1,1,1,1,0
67203464,1,0,1,0,1,0,1,1,0,1,1,1,1,0
67713367,1,0,1,0,1,0,1,1,0,1,1,1,1,0
68220351,1,0,1,0,1,0,1,1,0,1,1,1,1,0
68728353,1,0,1,0,1,0,1,1,0,1,1,1,1,0
69236329,1,0,1,0,1,0,1,1,0,1,1,1,1,0
69736690,1,0,1,0,1,0,1,1,0,1,1,1,1,0
70244392,1,0,1,0,1,0,1,1,0,1,1,1,1,0
70745324,1,0,1,0,1,0,1,1,0,1,1,1,1,0
71254322,1,0,1,0,1,0,1,1,0,1,1,1,1,0
71765320,1,0,1,0,1,0,1,1,0,1,1,1,1,0
72267319,1,0,1,0,1,0,1,1,0,1,1,1,1,0
72771776,1,0,1,0,1,0,1,1,0,1,1,1,1,0
73274320,1,0,1,0,1,0,1,1,0,1,1,1,1,0
73783979,1,0,1,0,1,0,1,1,0,1,1,1,1,0
74293385,1,0,1,0,1,0,1,1,0,1,1,1,1,0
74795324,1,0,1,0,1,0,1,1,0,1,1,1,1,0
75296316,1,0,1,0,1,0,1,1,0,1,1,1,1,0
75799957,1,0,1,0,1,0,1,1,0,1,1,1,1,0
76308320,1,0,1,0,1,0,1,1,0,1,1,1,1,0
76813362,1,0,1,0,1,0,1,1,0,1,1,1,1,0
77316646,1,0,1,0,1,0,1,1,0,1,1,1,1,0
77826318,1,0,1,0,1,0,1,1,0,1,1,1,1,0
78336515,1,0,1,0,1,0,1,1,0,1,1,1,1,0
78844896,1,0,1,0,1,0,1,1,0,1,1,1,1,0
79356452,1,0,1,0,1,0,1,1,0,1,1,1,1,0
79865391,1,0,1,0,1,0,1,1,0,1,1,1,1,0
80373317,1,0,1,0,1,0,1,1,0,1,1,1,1,0
80882317,1,0,1,0,1,0,1,1,0,1,1,1,1,0
81391359,1,0,1,0,1,0,1,1,0,1,1,1,1,0
81900318,1,0,1,0,1,0,1,1,0,1,1,1,1,0
82409347,1,0,1,0,1,0,1,1,0,1,1,1,1,0
82919747,1,0,1,0,1,0,1,1,0,1,1,1,1,0
83425354,1,0,1,0,1,0,1,1,0,1,1,1,1,0
83934354,1,0,1,0,1,0,1,1,0,1,1,1,1,0
84435697,1,0,1,0,1,0,1,1,0,1,1,1,1,0
84945318,1,0,1,0,1,0,1,1,0,1,1,1,1,0
85454319,1,0,1,0,1,0,1,1,0,1,1,1,1,0
85962378,1,0,1,0,1,0,1,1,0,1,1,1,1,0
86469348,1,0,1,0,1,0,1,1,0,1,1,1,1,0
