timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
216976885,-14.409043,164.72403,-30.33852,-2.4801204,0.0,0.63653284,0.109185174,1.0,0.23064482,-0.16435933,0.14915815,0.0,0.0,0.0,0.014288428,-0.010182047,-0.6075714
217077429,-14.409043,164.72403,-30.237978,-2.4801204,0.0,0.62288314,0.10166161,1.0,0.2317797,-0.17367373,0.14061639,0.0,0.0,0.0,0.014372733,-0.010769565,-0.6081202
217177813,-14.409043,164.72403,-30.145796,-2.4801204,0.0,0.61899287,0.095515415,1.0,0.2625881,-0.1830989,0.11864678,0.0,0.0,0.0,0.016320523,-0.011380064,-0.609496
217272934,-14.409043,164.72403,-30.042467,-2.4801204,0.0,0.6118482,0.08990554,1.0,0.2700073,-0.19394715,0.16790906,0.0,0.0,0.0,0.016693242,-0.011990811,-0.6063267
217373684,-14.409043,164.72403,-29.941727,-2.4801204,0.0,0.6111479,0.0851799,1.0,0.29162654,-0.18378386,0.18823028,0.0,0.0,0.0,0.01799049,-0.0113376565,-0.6049997
217477606,-14.409043,164.72403,-29.84593,-2.4801204,0.0,0.606386,0.079251096,1.0,0.2937553,-0.17971309,0.14735794,0.0,0.0,0.0,0.018199492,-0.011134053,-0.60758317
217577819,-14.409043,164.72403,-29.745707,-2.4801204,0.0,0.5988853,0.072611995,1.0,0.29706353,-0.20886311,0.11822761,0.0,0.0,0.0,0.018460961,-0.012979761,-0.6094269
217677682,-14.409043,164.72403,-29.645823,-2.4801204,0.0,0.5946362,0.06835022,1.0,0.27584797,-0.18001567,0.17355251,0.0,0.0,0.0,0.017042363,-0.011121677,-0.60586786
217769460,-14.409043,164.72403,-29.545944,-2.4801204,0.0,0.5911382,0.06690063,1.0,0.3087666,-0.17814842,0.16853163,0.0,0.0,0.0,0.019086197,-0.011012124,-0.6061701
217874110,-14.409043,164.72403,-29.441296,-2.4801204,0.0,0.5899087,0.06694412,1.0,0.30256277,-0.15049024,0.17293224,0.0,0.0,0.0,0.018692076,-0.009297161,-0.605867
