timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
66366714,66366449,0.99994856,-0.008604686,-0.0030317686,-0.0044418597,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
66866897,66866639,0.99992466,-0.007777187,-0.0045499993,-0.008341271,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
67367156,67366891,0.99996656,-0.005486049,-0.0010926728,-0.0059665903,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
67870476,67870205,0.99997133,-0.0048393873,0.0019367719,-0.0054993723,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
68367362,68367103,0.9999708,-0.0036276097,0.0015162337,-0.00654931,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
68866783,68866517,0.9999567,-0.0053670644,0.0028579985,-0.0070462655,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
69367112,69366847,0.9999497,-0.006677187,0.0028920001,-0.0069095804,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
69867333,69867074,0.9999205,-0.010639078,0.0037953262,-0.0056208773,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
70367259,70366993,0.99985665,-0.01342623,0.0074010016,-0.0071850023,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
70867319,70867004,0.99978983,-0.01605342,0.010577867,-0.0071220314,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
71367048,71366786,0.9997617,-0.01897341,0.007459365,-0.00780342,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
71866830,71866565,0.9994139,-0.014856694,-0.0104982,0.028997673,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
72367371,72367106,0.989107,-0.021531342,-0.11763343,0.08582619,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
72867295,72867031,0.9865663,-0.020294974,-0.1525234,0.054878026,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
73367032,73366773,0.9862181,-0.021341514,-0.15597007,0.050909083,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
73866952,73866690,0.99461913,-0.0141941365,-0.085991986,0.056007516,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
74367643,74367374,0.9972777,-0.023497997,-0.03611892,0.059837833,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
74867643,74867374,0.9967371,-0.026532145,-0.049825747,0.05769443,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
75367666,75367405,0.99681944,-0.02966869,-0.047690514,0.056537513,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
75867462,75867199,0.9967628,-0.032758504,-0.05007535,0.053696353,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
76367680,76367412,0.99705154,-0.03263091,-0.047271706,0.050881114,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
76867063,76866796,0.9972462,-0.030323623,-0.04678619,0.04890401,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
77367564,77367301,0.9975241,-0.036759526,-0.04058948,0.044125736,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
77867767,77867497,0.99772537,-0.037032567,-0.040769372,0.038866207,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
78367651,78367380,0.99780977,-0.03436327,-0.040514752,0.039414797,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
78867182,78866920,0.9980301,-0.027894909,-0.04341618,0.03567814,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
79367810,79367539,0.9982251,-0.026467288,-0.042102415,0.03276637,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
79867737,79867464,0.9986746,-0.02478772,-0.040648185,0.019557424,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
80367596,80367319,0.9988673,-0.019321084,-0.042598028,-0.008733373,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
80867704,80867435,0.99737674,-0.052861188,-0.04052228,0.028343638,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
81367811,81367539,0.99859864,-0.01324982,-0.04481958,0.024828797,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
81867184,81866913,0.99846405,-0.012973892,-0.04767837,0.025061976,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
82367433,82367169,0.9983645,-0.015403618,-0.049864806,0.023333948,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
82867595,82867332,0.9983486,-0.016556794,-0.049764853,0.023439853,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
83367299,83367035,0.99817157,-0.01754173,-0.05280877,0.023603944,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
83867592,83867328,0.99823314,-0.018705409,-0.05112878,0.023803324,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
84367477,84367208,0.99813825,-0.021003088,-0.050830364,0.02636901,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
84868009,84867746,0.99824,-0.017774532,-0.051489912,0.023447698,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
85367516,85367128,0.9980813,-0.021974282,-0.05268616,0.023982285,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
85868079,85867822,0.99805593,-0.025107967,-0.05266501,0.021917874,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
86367842,86367575,0.9980372,-0.028175684,-0.051263135,0.022361666,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
86864072,86863812,0.9980848,-0.028018462,-0.050483145,0.022211134,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
87367675,87367412,0.9982972,-0.02726218,-0.046577856,0.022137225,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
87867607,87867345,0.9982255,-0.026589766,-0.04965561,0.019316278,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
88367929,88367670,0.99809515,-0.023597606,-0.052575022,0.022027891,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
88867712,88867447,0.99818,-0.021674607,-0.051635887,0.022376426,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
89364064,89363806,0.99796164,-0.02139374,-0.056054216,0.021745399,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
89867604,89867341,0.9980145,-0.019987024,-0.055214625,0.022781795,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
90363786,90363521,0.9980009,-0.018489093,-0.05576199,0.02330118,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
90863371,90863110,0.9981566,-0.019903759,-0.05293481,0.022026744,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
91368041,91367772,0.9980491,-0.020636918,-0.0555019,0.019789457,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
91867754,91867482,0.99793595,-0.019213453,-0.05764917,0.020769015,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
92367960,92367702,0.9978515,-0.019966945,-0.057893775,0.023285946,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
92863810,92863541,0.99794406,-0.020118346,-0.05745366,0.02005537,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
93367830,93367568,0.9979306,-0.017178144,-0.058348414,0.020856792,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
93868394,93868131,0.99790114,-0.014261918,-0.059565607,0.021023093,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
94363910,94363647,0.99796045,-0.012987465,-0.058590747,0.021759408,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
94868106,94867845,0.9980079,-0.0139041,-0.05738898,0.022214212,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
95368179,95367910,0.9979409,-0.014443016,-0.058340352,0.0224002,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
95868428,95868163,0.99807197,-0.017733434,-0.055978455,0.020108903,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
96364421,96363980,0.99927264,-0.02016229,0.026448116,0.018662957,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
96864120,96863852,0.9990614,-0.021257887,0.033459645,0.017460022,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
97367711,97367444,0.99911755,-0.018788187,0.034312576,0.015296081,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
97868503,97868240,0.9991948,-0.019587621,0.03149565,0.015299034,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
98367896,98367627,0.99945295,-0.013150335,-0.01954673,0.02321317,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
98867932,98867672,0.97492784,0.08142038,0.0196895,0.20615244,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
99368355,99368090,0.8954885,0.10247431,0.015898917,0.4328356,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
99864552,99864288,0.80054,0.0687464,-0.08091009,0.5897993,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
100364597,100364335,0.76678276,0.077631615,-0.14639607,0.62014985,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
100868270,100868005,0.8082615,0.020179646,-0.09125539,0.58135927,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
101364281,101364022,0.80791944,-0.0011180665,-0.03805961,0.5880617,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
101868698,101868431,0.8028044,0.007815222,-0.046509102,0.59437436,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
102368490,102368225,0.80392605,0.011891822,-0.046122346,0.5928188,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
102868735,102868469,0.80459243,0.0128177125,-0.042582568,0.59216005,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
103364616,103364353,0.8036888,0.01035441,-0.04433615,0.5933054,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
103868050,103867791,0.8040893,0.011321105,-0.043209665,0.5928281,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
104368167,104367896,0.80362964,0.013411783,-0.042896926,0.5934301,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
104868768,104868507,0.80409783,0.011517039,-0.04196911,0.5929018,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
105368081,105367817,0.80420715,0.012280843,-0.042140774,0.5927262,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
105868571,105868306,0.80818105,0.057475872,-0.04838465,0.58412236,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
106368658,106368393,0.83579755,0.009019147,-0.04241574,0.5473227,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
106864689,106864427,0.8293959,-0.010931631,-0.03856276,0.5572216,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
107364716,107364444,0.8200453,5.6696314e-05,-0.03757657,0.5710639,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
107864171,107863889,0.8160499,0.013896212,-0.033399835,0.57684845,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
108368693,108368429,0.8140731,0.020032197,-0.03294159,0.57948136,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
108868872,108868575,0.81167233,0.022983866,-0.03753698,0.58245236,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
109368806,109368540,0.8097359,0.018946214,-0.03690581,0.58532625,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
109868575,109868315,0.80701905,0.01744186,-0.04311265,0.58869123,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
110364754,110364491,0.8068899,0.014621627,-0.041866887,0.58903486,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
110865160,110864896,0.8066865,0.015729677,-0.041203093,0.5893315,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
111361182,111360911,0.80518275,0.013237331,-0.04108106,0.5914542,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
111865159,111864893,0.8036145,0.011301274,-0.039178196,0.5937517,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
112368757,112368486,0.8047085,0.0130772665,-0.038793962,0.592257,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
112869271,112869009,0.8036426,0.014950877,-0.035192974,0.5938828,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
113370088,113369827,0.8028402,0.013788283,-0.037318062,0.5948654,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
113869139,113868864,0.8037123,0.0130328145,-0.03903381,0.59359336,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
114364789,114364515,0.803295,0.016533706,-0.039856885,0.5940163,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
114864955,114864697,0.80203086,0.018223321,-0.03983125,0.5956744,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
115369057,115368787,0.79896605,0.028204286,0.02349427,0.6002548,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
115869193,115868929,0.73911,-0.01245032,0.06135552,0.670669,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
116368522,116368262,0.7312082,-0.0071642916,0.032711808,0.68133193,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
116868523,116868273,0.76574665,0.006529326,0.01580141,0.6429151,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
117364599,117364338,0.7846047,0.004203573,0.007027411,0.6199423,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
117864618,117864362,0.788238,0.0020900806,0.0047974596,0.61534834,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
118364749,118364485,0.78963536,-0.0014507015,0.0030621581,0.6135672,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
118868719,118868455,0.79787296,-0.0074455575,0.0025344954,0.6027744,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
119369211,119368946,0.8581027,-0.009391075,0.0037895162,0.5133782,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
119868989,119868728,0.9547014,-0.0038314562,0.004321849,0.29750952,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
120369213,120368955,0.99510443,-0.042296406,-0.067937285,-0.057989273,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
120865333,120865018,0.91733885,-0.039114732,-0.05852406,-0.39183465,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
121365177,121364918,0.86399287,-0.024088647,-0.027781418,-0.5021597,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
121864840,121864574,0.9108113,-0.015096571,-0.011324195,-0.41239157,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
122368608,122368346,0.98615295,-0.010430038,-0.0073167277,-0.16534878,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
122869080,122868794,0.9935845,-0.009963593,-0.003568763,-0.1125956,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
123369207,123368943,0.9972846,-0.0015719342,0.016156971,-0.07183363,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
123869740,123869478,0.9879987,-0.03893485,-0.026657237,-0.14707826,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
124369877,124369608,0.9856377,-0.0046077496,-0.09176159,-0.14169328,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
124865534,124865270,0.9961579,0.03424649,-0.038740736,-0.07068234,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
125365652,125365388,0.9812061,0.031999078,0.00649353,0.19018011,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
125865384,125865116,0.8991213,0.10318873,0.009469816,0.42525703,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
126369350,126369082,0.8095577,0.057172943,-0.031951718,0.5833753,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
126869427,126869163,0.7386611,0.07254026,-0.13925894,0.65553397,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
