timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
75280133,75280103,0.6121009,3.8393114e-06,0.5184996,1.0009624,0.029842598,1.0,1
75372045,75372014,0.6119587,3.8192115e-06,0.15515831,1.0009503,0.0026723607,1.0,1
75472665,75472633,0.6119148,3.802144e-06,0.074944794,1.000953,0.0006234861,1.0,1
75572058,75572027,0.611845,3.7793995e-06,0.37659517,1.0009528,0.015743213,1.0,1
75679659,75679623,0.6116699,3.7547911e-06,0.26190343,1.0009356,0.0076143667,1.0,1
75776951,75776920,0.61165106,3.7327986e-06,-0.089357585,1.000925,0.0008863777,1.0,1
75877291,75877260,0.61169064,3.7074358e-06,0.008793369,1.0009323,8.583479e-06,1.0,1
75976792,75976761,0.6116338,3.6909805e-06,0.0393499,1.0009305,0.00017188612,1.0,1
76072739,76072708,0.6115312,3.669332e-06,-0.019057363,1.000923,4.0316463e-05,1.0,1
76173450,76173418,0.6114784,3.649336e-06,0.20062365,1.0009234,0.0044680797,1.0,1
76276335,76276305,0.6113951,3.629801e-06,0.14484373,1.0009165,0.002328944,1.0,1
76377361,76377329,0.61135054,3.6105846e-06,-0.5152187,1.0009111,0.029467627,1.0,1
76480203,76480173,0.6112267,3.5880555e-06,-0.22654602,1.0009022,0.0056974264,1.0,1
76573294,76573262,0.6111817,3.571619e-06,0.18494073,1.0009052,0.0037969046,1.0,1
76677189,76677158,0.6111444,3.5496726e-06,0.54135704,1.0009041,0.03253364,1.0,1
76769164,76769129,0.61105645,3.5335777e-06,-0.040204734,1.0008916,0.0001794423,1.0,1
76875543,76875512,0.610926,3.5173878e-06,0.37868628,1.0008818,0.015919661,1.0,1
76971904,76971872,0.6108975,3.499142e-06,-0.28976476,1.0008769,0.009321117,1.0,1
77071996,77071965,0.61089784,3.4820496e-06,-0.13836974,1.0008773,0.0021254893,1.0,1
77176135,77176101,0.61081827,3.4617667e-06,0.80398345,1.0008754,0.071758226,1.0,1
