timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
205664800,205656351,197388,-0.19662894,0.1918189,0.44889507,0
206169443,206160338,197388,-0.19811864,0.18179101,0.4620615,0
206664854,206656294,197388,-0.19162293,0.20206054,0.448737,0
207161685,207152311,197388,-0.21085337,0.18668912,0.4343321,0
207664955,207655353,197388,-0.17244603,0.20884664,0.43605763,0
208177223,208168303,197388,-0.2021427,0.20091219,0.46004793,0
208656663,208646364,197388,-0.20945036,0.20704642,0.45951742,0
209161388,209152370,197388,-0.21950534,0.21792749,0.44536963,0
209672955,209664350,197388,-0.23247734,0.18623996,0.44769785,0
210173525,210162363,197388,-0.22452037,0.20003366,0.4275864,0
210661595,210652599,197388,-0.21263163,0.19287097,0.43213168,0
211173923,211161849,197388,-0.1864037,0.19849153,0.4229253,0
211677938,211668674,197388,-0.1755123,0.18415467,0.4403676,0
212165190,212154168,197388,-0.21415657,0.21648453,0.45569128,0
212665278,212654749,197388,-0.2097342,0.194257,0.44151816,0
213165616,213154145,197388,-0.19209868,0.18240623,0.44234046,0
213661158,213650555,197388,-0.22044621,0.16865885,0.45440242,0
214169586,214160677,197388,-0.1966583,0.21076548,0.42117262,0
214669176,214658613,197388,-0.2269479,0.1762912,0.46177888,0
215157710,215148615,197388,-0.19280057,0.1960084,0.4406572,0
215673120,215662784,197388,-0.22027299,0.2023348,0.4502767,0
216153403,216142372,197388,-0.19405806,0.18933944,0.4377652,0
216657123,216646777,197388,-0.18930215,0.19331712,0.4632822,0
217169782,217158712,197388,-0.17760608,0.19051027,0.439389,0
217653947,217642435,197388,-0.18829617,0.20364785,0.46829566,0
218164806,218154527,197388,-0.23092759,0.18192375,0.45989355,0
218665991,218654354,197388,-0.1928923,0.21856612,0.46226025,0
219169854,219158841,197388,-0.20319161,0.19111547,0.46276027,0
219661398,219652887,197388,-0.20631205,0.19345896,0.44648132,0
220161459,220152564,197388,-0.1856587,0.19857453,0.45906088,0
220661907,220652942,197388,-0.20459603,0.1751364,0.4386436,0
221173055,221164685,197388,-0.23025095,0.20469819,0.45599976,0
221673310,221663120,197388,-0.20012473,0.21512595,0.46697706,0
222176904,222166812,197388,-0.20552836,0.2215753,0.45557564,0
222673432,222662694,197388,-0.18779229,0.20266423,0.44194078,0
223166225,223157040,197388,-0.19823252,0.22287965,0.4215524,0
223669955,223658927,197388,-0.18361416,0.21410662,0.43766484,0
224165797,224154958,197388,-0.19394568,0.18439715,0.45995924,0
224673994,224663171,197388,-0.21696572,0.20190994,0.4675518,0
225169964,225160593,197388,-0.21323045,0.19894736,0.4371623,0
225661736,225650825,197388,-0.20119631,0.20719138,0.47090456,0
226154320,226143229,197388,-0.17551258,0.19986837,0.44226676,0
226669445,226658929,197388,-0.15563343,0.22150409,0.4670752,0
227172971,227162728,197388,-0.18051326,0.20192182,0.46660393,0
227673466,227664836,197388,-0.18347377,0.22246912,0.44041714,0
228172904,228162085,197388,-0.20380032,0.21296063,0.46585974,0
228665565,228656611,197388,-0.20529337,0.2347499,0.4423358,0
229162433,229151207,197388,-0.18888626,0.20349985,0.46567518,0
229657211,229646758,197388,-0.19388193,0.21068369,0.43853062,0
230157884,230148870,197388,-0.20491408,0.2196,0.45485806,0
230674389,230662973,197388,-0.1893231,0.24520934,0.4667225,0
231173883,231165082,197388,-0.1731293,0.20808116,0.4662055,0
231669526,231659118,197388,-0.21343248,0.1983925,0.46987855,0
232166260,232156549,197388,-0.2142512,0.23823181,0.4494376,0
232670314,232659455,197388,-0.20071995,0.20722497,0.4583112,0
233169671,233161266,197388,-0.20088224,0.20768368,0.46888933,0
233653896,233643493,197388,-0.19338463,0.18641001,0.4803818,0
234174203,234163345,197388,-0.20851904,0.2190854,0.4572196,0
234666267,234655437,197388,-0.21748203,0.21528785,0.4328303,0
235157808,235147439,197388,-0.22584313,0.22044496,0.44107324,0
235674088,235663276,197388,-0.23004991,0.19634733,0.43922967,0
236158159,236149418,197388,-0.2140458,0.18796115,0.45369053,0
236670790,236661495,197388,-0.22870317,0.1808134,0.48050514,0
237158076,237149234,197388,-0.2046753,0.20532648,0.44679737,0
237658040,237647574,197388,-0.21845,0.21550617,0.44983396,0
